Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
WT1 25993318 ChIP-Seq PODOCYTE Human	12/3464	0.034130401601351716	0.17347011456099865	0	0	2.049495116702533	6.922306559066232	HSP90AB1;LGALS1;GSN;RRAS;CALD1;LHFP;NPC2;TPM1;ARID5B;ALDOA;MYL12A;S100A11
FOXM1 26100407 CHIP-SEQ Hek293 flp-in Human	8/1934	0.035168983460295705	0.17712378942730744	0	0	2.3408618899273104	7.836247578185376	LGALS3;LHFP;HSPB1;ARID5B;EMP3;VIM;ALDOA;S100A10
STAT4 19710469 ChIP-ChIP TH1  Mouse	8/1939	0.03563966254284337	0.17786721334235497	0	0	2.3341532884515797	7.782758311334599	RNH1;FTH1;ANXA5;TIMP2;ARID5B;VIM;ACTG1;S100A10
ELK1 22589737 ChIP-Seq MCF10A Human	5/928	0.03652257883971224	0.17786721334235497	0	0	2.946447918278904	9.75222583582875	MYL6;ANXA2;ANXA3;ANXA5;TIMP2
NANOG 18692474 ChIP-Seq MEFs Mouse	8/1989	0.040588870811851044	0.17786721334235497	0	0	2.268929833417466	7.270244211664379	FTL1;S100A1;TPM1;S100A13;ARID5B;VIM;S100A10;AVPI1
TDRD3 21172665 ChIP-Seq MCF-7 Human	4/655	0.04108536431381589	0.17786721334235497	0	0	3.2956135859361666	10.519939070155047	CALD1;TIMP2;MYL12A;S100A11
MYC 19829295 ChIP-Seq ESCs Human	8/2000	0.041737793744595936	0.17786721334235497	0	0	2.255020080321285	7.162729053892598	RRAS;NPC2;TPM1;PRRX2;TIMP2;S100A6;MYL12A;S100A11
P63 20808887 ChIP-Seq KERATINOCYTES Human	8/2000	0.041737793744595936	0.17786721334235497	0	0	2.255020080321285	7.162729053892598	LGALS3;RNH1;ANXA2;TIMP2;HSPB1;EMP3;S100A11;AVPI1
TBX20 22080862 ChIP-Seq HEART Mouse	8/2000	0.041737793744595936	0.17786721334235497	0	0	2.255020080321285	7.162729053892598	RNH1;GSN;SERPINB6A;LHFP;MGST3;ANXA5;VIM;ACTG1
TBX20 22328084 ChIP-Seq HEART Mouse	8/2000	0.041737793744595936	0.17786721334235497	0	0	2.255020080321285	7.162729053892598	RNH1;GSN;SERPINB6A;LHFP;MGST3;ANXA5;VIM;ACTG1
NCOR 22424771 ChIP-Seq 293T Human	8/2000	0.041737793744595936	0.17786721334235497	0	0	2.255020080321285	7.162729053892598	CD63;GSN;ANXA2;FTH1;TPM1;S100A6;VIM;S100A11
GATA4 25053715 ChIP-Seq YYC3 Human	8/2000	0.041737793744595936	0.17786721334235497	0	0	2.255020080321285	7.162729053892598	LGALS3;ANXA2;ANXA3;MGST3;FTH1;TPM1;S100A11;S100A10
CTCF 26484167 Chip-Seq Bcells Mouse	8/2000	0.041737793744595936	0.17786721334235497	0	0	2.255020080321285	7.162729053892598	FTL1;MYL6;CCND1;MGST3;TIMP2;EMP3;VIM;S100A11
CHD1 26751641 Chip-Seq LNCaP Human	8/2000	0.041737793744595936	0.17786721334235497	0	0	2.255020080321285	7.162729053892598	MGST3;HSPB1;ARID5B;VIM;ALDOA;S100A11;ACTG1;S100A10
KDM2B 26808549 Chip-Seq DND41 Human	8/2000	0.041737793744595936	0.17786721334235497	0	0	2.255020080321285	7.162729053892598	HSP90AB1;TPM1;HSPB1;ARID5B;EMP3;VIM;ALDOA;ACTG1
KDM2B 26808549 Chip-Seq HPB-ALL Human	8/2000	0.041737793744595936	0.17786721334235497	0	0	2.255020080321285	7.162729053892598	MGST3;TPM1;HSPB1;ARID5B;EMP3;VIM;ACTG1;S100A10
KDM2B 26808549 Chip-Seq JURKAT Human	8/2000	0.041737793744595936	0.17786721334235497	0	0	2.255020080321285	7.162729053892598	CCND1;MGST3;TPM1;ARID5B;EMP3;VIM;ALDOA;S100A10
IRF8 27001747 Chip-Seq BMDM Mouse	8/2000	0.041737793744595936	0.17786721334235497	0	0	2.255020080321285	7.162729053892598	LGALS3;RNH1;HSP90AB1;CTSL;TIMP2;S100A6;ACTG1;S100A10
RING1B 27294783 Chip-Seq ESCs Mouse	8/2000	0.041737793744595936	0.17786721334235497	0	0	2.255020080321285	7.162729053892598	CD63;HSP90AB1;LGALS1;CCND1;TPM1;EMP3;VIM;ACTG1
RING1B 27294783 Chip-Seq NPCs Mouse	8/2000	0.041737793744595936	0.17786721334235497	0	0	2.255020080321285	7.162729053892598	CD63;SPARC;CCND1;ANXA5;TPM1;HSPB1;EMP3;ACTG1
ZFP281 27345836 Chip-Seq ESCs Mouse	8/2000	0.041737793744595936	0.17786721334235497	0	0	2.255020080321285	7.162729053892598	CD63;SPARC;LGALS1;CCND1;NPC2;S100A6;ARID5B;ACTG1
SOX2 27498859 Chip-Seq STOMACH Mouse	8/2000	0.041737793744595936	0.17786721334235497	0	0	2.255020080321285	7.162729053892598	CD63;FTL1;GSN;CCND1;MGST3;TPM1;ARID5B;S100A11
HOXC9 25013753 ChIP-Seq NEUROBLASTOMA BE2-C Human	8/2014	0.043231944047223	0.1828282213905461	0	0	2.2375373878364906	7.028497872378759	HSP90AB1;LGALS1;CCND1;FTH1;HSPB1;ARID5B;RPS2;AVPI1
RCOR2 21632747 ChIP-Seq MESCs Mouse	3/401	0.04577933844520198	0.19213449620183257	0	0	3.98519625152791	12.29003604945805	CCND1;SERPINB6A;VIM
GRHL2 25758223 ChIP-Seq PLACENTA Mouse	5/1000	0.04785273553053826	0.19710121695469845	0	0	2.722900215362527	8.276600996162243	FTH1;ANXA5;VIM;ALDOA;ACTG1
PAX6 23342162 ChIP-ChIP BETA-FORBRAIN-LENS Mouse	5/1001	0.048023464040666854	0.19710121695469845	0	0	2.7200229489386114	8.258167979551006	LGALS1;CCND1;S100A1;S100A13;ARID5B
SALL4 18804426 ChIP-ChIP XEN Mouse	5/1005	0.04871007095171074	0.19710121695469845	0	0	2.7085714285714286	8.184949319637928	LGALS3;CALD1;S100A1;ARID5B;VIM
KLF4 18555785 ChIP-Seq MESCs Mouse	9/2444	0.04871564467322986	0.19710121695469845	0	0	2.089487977743923	6.313920858326117	LGALS3;HSP90AB1;ANXA2;SERPINB6A;ANXA5;HSPB1;TSPO;RPS2;AVPI1
DACH1 20351289 ChIP-Seq MDA-MB-231 Human	7/1698	0.049213153635762535	0.19710121695469845	0	0	2.291686826873107	6.901631078915188	MYL6;HSP90AB1;RRAS;S100A13;TIMP2;ALDOA;AVPI1
TAL1 20887958 ChIP-Seq HPC-7 Mouse	8/2067	0.049217111892262126	0.19710121695469845	0	0	2.1735065565808647	6.545545235715877	CD63;FTL1;HSP90AB1;S100A1;FTH1;EMP3;VIM;ACTG1
THRA 23701648 ChIP-Seq CEREBELLUM Mouse	2/179	0.049768906381139504	0.19710121695469845	0	0	5.882545346416889	17.649782343617474	S100A1;LHFP
DMRT1 23473982 ChIP-Seq TESTES Mouse	8/2072	0.049808971793606105	0.19710121695469845	0	0	2.1676356589147288	6.501953552343386	FTL1;MYL6;CCND1;PRRX2;TIMP2;ARID5B;ALDOA;ACTG1
FOXA2 19822575 ChIP-Seq HepG2 Human	10/2968	0.06312753651809871	0.2480330158228843	0	0	1.9159341897678612	5.29295636261123	HSP90AB1;GSN;RRAS;CCND1;ANXA2;CALD1;FTH1;ANXA5;S100A13;ARID5B
DCP1A 22483619 ChIP-Seq HELA Human	4/759	0.06404367554308989	0.24830873831083475	0	0	2.8263428991905815	7.767327286506099	MYL6;RNH1;LGALS1;S100A13
ELF5 23300383 ChIP-Seq T47D Human	5/1087	0.0640941328130855	0.24830873831083475	0	0	2.4924742540269342	6.847829874622677	CALD1;ANXA3;MGST1;ARID5B;ALDOA
IRF8 22096565 ChIP-ChIP GC-B Mouse	4/772	0.06731104115058639	0.25896053331545044	0	0	2.7766203703703702	7.49251847454914	HSP90AB1;S100A13;EMP3;S100A10
PPARD 21283829 ChIP-Seq MYOFIBROBLAST Human	11/3447	0.07112080120598584	0.2717305094352838	0	0	1.8241339167436073	4.8218707624837505	HSP90AB1;LGALS1;CCND1;ANXA2;LHFP;FTH1;S100A6;TSPO;VIM;ALDOA;ACTG1
ZFP42 18358816 ChIP-ChIP MESCs Mouse	6/1480	0.07199808803431991	0.2731982244589947	0	0	2.21318540984915	5.823146912942697	FTL1;NPC2;S100A13;HSPB1;ACTG1;AVPI1
VDR 21846776 ChIP-Seq THP-1 Human	4/794	0.07303811122241005	0.2752592763075862	0	0	2.6962025316455698	7.0553524207341605	GSN;TSPO;ALDOA;ACTG1
NANOG 18692474 ChIP-Seq MESCs Mouse	10/3052	0.07369183964896882	0.2758464808481671	0	0	1.853824238439623	4.83452002888403	FTL1;GSN;CALD1;S100A1;TPM1;S100A13;ARID5B;VIM;S100A10;AVPI1
CDX2 20551321 ChIP-Seq CACO-2 Human	3/504	0.07921958653939126	0.29454799290485073	0	0	3.14921508334682	7.984934692670031	SPARC;CCND1;ACTG1
SOX9 25088423 ChIP-ChIP EMBRYONIC GONADS Mouse	7/1903	0.08086333561748621	0.2986469148238963	0	0	2.0209691855261473	5.0827269195170475	MYL6;SPARC;CCND1;SERPINB6A;CTSL;EMP3;ALDOA
AR 25329375 ChIP-Seq VCAP Human	7/1906	0.08140015187438329	0.2986469148238963	0	0	2.0174413965883162	5.060505898330072	LGALS3;CCND1;CALD1;FTH1;TIMP2;VIM;S100A11
BRD4 25478319 ChIP-Seq HGPS Human	8/2326	0.08632770563176026	0.30807893279335075	0	0	1.9027178602243313	4.660906601397642	LGALS1;CCND1;CALD1;S100A6;ARID5B;S100A11;S100A10;AVPI1
TFAP2C 20629094 ChIP-Seq MCF-7 Human	5/1203	0.09011307271522002	0.30807893279335075	0	0	2.2373002623419986	5.384488243803399	SPARC;RRAS;S100A1;PRRX2;ALDOA
BCL3 23251550 ChIP-Seq MUSCLE Mouse	4/858	0.09108175015248454	0.30807893279335075	0	0	2.4858183710642727	5.956015403999448	FTL1;FTH1;ANXA5;ALDOA
CEBPB 20176806 ChIP-Seq THIOMACROPHAGE Mouse	6/1588	0.09387994979340265	0.30807893279335075	0	0	2.0500483379192387	4.849878162603359	MYL6;GSN;ANXA3;TSPO;VIM;AVPI1
SOX9 26525672 Chip-Seq Limbbuds Mouse	5/1230	0.09687233542328808	0.30807893279335075	0	0	2.1848396501457725	5.100205119440164	SPARC;NPC2;TIMP2;ARID5B;ACTG1
OCT4 18692474 ChIP-Seq MEFs Mouse	7/1992	0.09769862023789545	0.30807893279335075	0	0	1.9208457369666438	4.46763332995673	FTL1;SPARC;RRAS;CCND1;PRRX2;HSPB1;RPS2
TET1 21490601 ChIP-Seq MESCs Mouse	7/1994	0.0980985156553053	0.30807893279335075	0	0	1.918698815024935	4.454802374231689	CD63;ANXA2;ANXA5;TPM1;TIMP2;S100A6;ALDOA
PU.1 20176806 ChIP-Seq MACROPHAGES Mouse	7/2000	0.0993038656424491	0.30807893279335075	0	0	1.912283902750536	4.416555024401381	MYL6;SPARC;LGALS1;LHFP;TIMP2;HSPB1;VIM
CEBPB 24764292 ChIP-Seq MC3T3 Mouse	7/2000	0.0993038656424491	0.30807893279335075	0	0	1.912283902750536	4.416555024401381	LGALS1;RRAS;CTSL;FTH1;VIM;S100A11;ACTG1
OLIG2 26023283 ChIP-Seq AINV15 Mouse	7/2000	0.0993038656424491	0.30807893279335075	0	0	1.912283902750536	4.416555024401381	SPARC;RNH1;HSP90AB1;LGALS1;CCND1;CALD1;VIM
SMC4 20622854 ChIP-Seq HELA Human	7/2000	0.0993038656424491	0.30807893279335075	0	0	1.912283902750536	4.416555024401381	GSN;TPM1;PRRX2;TIMP2;S100A11;S100A10;AVPI1
P68 20966046 ChIP-Seq HELA Human	7/2000	0.0993038656424491	0.30807893279335075	0	0	1.912283902750536	4.416555024401381	RNH1;TIMP2;S100A6;MYL12A;S100A11;S100A10;AVPI1
CDX2 21074721 ChIP-Seq CACO-2 Mouse	7/2000	0.0993038656424491	0.30807893279335075	0	0	1.912283902750536	4.416555024401381	CCND1;MGST3;S100A6;ARID5B;VIM;S100A11;S100A10
NFI 21473784 ChIP-Seq ESCs Mouse	7/2000	0.0993038656424491	0.30807893279335075	0	0	1.912283902750536	4.416555024401381	LGALS3;LGALS1;RRAS;MGST3;TPM1;ARID5B;VIM
SMAD4 21741376 ChIP-Seq ESCs Human	7/2000	0.0993038656424491	0.30807893279335075	0	0	1.912283902750536	4.416555024401381	SPARC;CALD1;TIMP2;S100A6;ARID5B;VIM;MYL12A
FOXH1 21741376 ChIP-Seq ESCs Human	7/2000	0.0993038656424491	0.30807893279335075	0	0	1.912283902750536	4.416555024401381	MYL6;RNH1;GSN;CCND1;LHFP;TPM1;AVPI1
FOXA1 21915096 ChIP-Seq LNCaP-1F5 Human	7/2000	0.0993038656424491	0.30807893279335075	0	0	1.912283902750536	4.416555024401381	LGALS3;ANXA2;CALD1;FTH1;S100A13;HSPB1;ARID5B
JARID1B-DAIN 22020125 ChIP-Seq ESCs Mouse	7/2000	0.0993038656424491	0.30807893279335075	0	0	1.912283902750536	4.416555024401381	LGALS3;LGALS1;RRAS;HSPB1;TSPO;ALDOA;AVPI1
SOX11 22085726 ChIP-Seq ESNs Mouse	7/2000	0.0993038656424491	0.30807893279335075	0	0	1.912283902750536	4.416555024401381	SPARC;HSP90AB1;LGALS1;RRAS;ANXA2;CTSL;RPS2
ETS1 22383799 ChIP-Seq G1ME Mouse	7/2000	0.0993038656424491	0.30807893279335075	0	0	1.912283902750536	4.416555024401381	FTL1;RNH1;HSP90AB1;MGST3;ANXA5;TPM1;ACTG1
SMRT 22465074 ChIP-Seq MACROPHAGES Mouse	7/2000	0.0993038656424491	0.30807893279335075	0	0	1.912283902750536	4.416555024401381	LGALS3;LGALS1;RRAS;CTSL;MGST3;EMP3;AVPI1
MYB 26560356 Chip-Seq TH2 Human	7/2000	0.0993038656424491	0.30807893279335075	0	0	1.912283902750536	4.416555024401381	ANXA2;MGST3;S100A6;ARID5B;EMP3;VIM;MYL12A
CREB1 26743006 Chip-Seq LNCaP-abl Human	7/2000	0.0993038656424491	0.30807893279335075	0	0	1.912283902750536	4.416555024401381	CCND1;S100A1;FTH1;ARID5B;VIM;ALDOA;S100A11
FOXA1 26743006 Chip-Seq LNCaP-abl Human	7/2000	0.0993038656424491	0.30807893279335075	0	0	1.912283902750536	4.416555024401381	LGALS3;S100A1;MGST3;S100A13;HSPB1;ARID5B;S100A11
PU 27001747 Chip-Seq BMDM Mouse	7/2000	0.0993038656424491	0.30807893279335075	0	0	1.912283902750536	4.416555024401381	CD63;MYL6;MGST3;FTH1;TSPO;ARID5B;ACTG1
MYC 27129775 Chip-Seq CORNEA Mouse	7/2000	0.0993038656424491	0.30807893279335075	0	0	1.912283902750536	4.416555024401381	LGALS1;ANXA3;NPC2;ANXA5;TPM1;HSPB1;ARID5B
RARB 27405468 Chip-Seq BRAIN Mouse	7/2000	0.0993038656424491	0.30807893279335075	0	0	1.912283902750536	4.416555024401381	FTL1;CTSL;MGST3;FTH1;TPM1;MGST1;HSPB1
FOXM1 23109430 ChIP-Seq U2OS Human	2/267	0.09954174904333896	0.30807893279335075	0	0	3.9116186693147963	9.024801064129596	LGALS3;LGALS1
RCOR3 21632747 ChIP-Seq MESCs Mouse	9/2851	0.10664713256732702	0.3282361746794399	0	0	1.7486776690654016	3.9139423310163637	RNH1;CCND1;CALD1;HSPB1;ARID5B;EMP3;VIM;ALDOA;ACTG1
ELK1 19687146 ChIP-ChIP HELA Human	4/916	0.10914116080440865	0.33405637063890825	0	0	2.320662768031189	5.140530686956567	MYL6;CALD1;TPM1;MGST1
MYB 21317192 ChIP-Seq ERMYB Mouse	4/923	0.11142572263817552	0.3391750018766441	0	0	2.3021400072542617	5.051809297579751	GSN;SERPINB6A;EMP3;S100A10
NR0B1 18358816 ChIP-ChIP MESCs Mouse	6/1691	0.11783619041855194	0.3567281392998785	0	0	1.913946587537092	4.092897905264836	SPARC;HSP90AB1;MGST3;VIM;ACTG1;AVPI1
SMAD1 18555785 ChIP-Seq MESCs Mouse	3/610	0.12200256206702495	0.36733315093435975	0	0	2.585110646066165	5.438331477276883	FTL1;HSP90AB1;GSN
POU5F1 18347094 ChIP-ChIP MESCs Mouse	7/2109	0.12266540238782772	0.36733315093435975	0	0	1.8021220770982902	3.781383628709192	FTL1;MYL6;SPARC;HSP90AB1;MGST3;TSPO;ARID5B
RUNX 20019798 ChIP-Seq JUKART Human	3/616	0.12464391668354714	0.3712512357133608	0	0	2.5590141528151316	5.328620515915588	LGALS3;CCND1;ARID5B
IRF8 21731497 ChIP-ChIP J774 Mouse	2/319	0.13344111756370233	0.39532823064326783	0	0	3.261331562344347	6.5686314801494605	FTL1;HSP90AB1
IRF4 20064451 ChIP-Seq CD4+T Mouse	4/1000	0.1379595947094308	0.40438949983610933	0	0	2.115573404730031	4.190516013505253	CALD1;ANXA5;MGST1;VIM
CBP 20019798 ChIP-Seq JUKART Human	4/1000	0.1379595947094308	0.40438949983610933	0	0	2.115573404730031	4.190516013505253	CALD1;ANXA5;MGST1;VIM
GATA1 21571218 ChIP-Seq MEGAKARYOCYTES Human	8/2601	0.1405090675063571	0.4096948599922202	0	0	1.6744118781334363	3.286005272607351	CD63;HSP90AB1;GSN;CCND1;ANXA3;FTH1;TPM1;ALDOA
SPI1 23127762 ChIP-Seq K562 Human	5/1389	0.14176032638157388	0.41117916657273257	0	0	1.9174236168455823	3.7459123131770298	SPARC;TIMP2;EMP3;ALDOA;S100A11
STAT3 24763339 ChIP-Seq IMN-ESCs Mouse	6/1788	0.1430343120105345	0.41271358778039635	0	0	1.8001584472172707	3.500715447740503	GSN;ANXA2;LHFP;HSPB1;ARID5B;AVPI1
TCF7L2 21901280 ChIP-Seq H4IIE Rat	4/1023	0.14635832470621674	0.4179713358859577	0	0	2.065314578562861	3.9689096254206477	CCND1;CALD1;MGST1;ALDOA
FOXP3 21729870 ChIP-Seq TREG Human	5/1404	0.1464184852485723	0.4179713358859577	0	0	1.8953334014091698	3.6414783256261236	HSP90AB1;MGST3;ARID5B;RPS2;MYL12A
CREB1 20920259 ChIP-Seq GC1-SPG Mouse	9/3057	0.1471198745446963	0.4179713358859577	0	0	1.6108712217424435	3.0872468608470545	MYL6;HSP90AB1;LGALS1;CTSL;FTH1;RPS2;EMP3;ACTG1;AVPI1
PDX1 19855005 ChIP-ChIP MIN6 Mouse	3/669	0.14886384532351937	0.420768215863417	0	0	2.3489164840516192	4.474035676401054	HSP90AB1;S100A1;AVPI1
NFE2L2 20460467 ChIP-Seq MEFs Mouse	4/1055	0.15837925682563417	0.44314196101717845	0	0	1.9990485252140817	3.6837721828164107	FTL1;FTH1;TPM1;AVPI1
NRF2 20460467 ChIP-Seq MEFs Mouse	4/1055	0.15837925682563417	0.44314196101717845	0	0	1.9990485252140817	3.6837721828164107	FTL1;FTH1;TPM1;AVPI1
ERG 20517297 ChIP-Seq VCAP Human	4/1062	0.16105890563569997	0.44837504383003907	0	0	1.9850871665616467	3.624739603031244	SPARC;LHFP;PRRX2;MYL12A
MYC 19079543 ChIP-ChIP MESCs Mouse	5/1458	0.16374336299263997	0.4535691154896127	0	0	1.8195850948775931	3.2924572325461736	CCND1;NPC2;TIMP2;RPS2;ACTG1
TRIM28 21343339 ChIP-Seq HEK293 Human	1/90	0.16521600146865117	0.4553714667344913	0	0	5.724863151829444	10.30762504364516	ARID5B
TBX5 21415370 ChIP-Seq HL-1 Mouse	7/2296	0.16893991337577988	0.4633302574761488	0	0	1.6375683439903623	2.911943957564052	RNH1;HSP90AB1;GSN;ANXA2;S100A1;TSPO;ARID5B
TP53 23651856 ChIP-Seq MEFs Mouse	9/3193	0.17779500394524647	0.48521395165352976	0	0	1.5296644512887017	2.641920270805728	FTL1;HSP90AB1;CALD1;LHFP;ANXA5;S100A6;ARID5B;EMP3;AVPI1
RUNX1 20887958 ChIP-Seq HPC-7 Mouse	4/1120	0.18390834322022825	0.48894781100119966	0	0	1.8761449621664676	3.176909622586806	LGALS1;FTH1;EMP3;S100A10
SUZ12 18974828 ChIP-Seq MESCs Mouse	6/1934	0.1853864971749011	0.48894781100119966	0	0	1.650475958018062	2.7815676957808733	CCND1;LHFP;TPM1;PRRX2;TIMP2;VIM
PRDM14 21183938 ChIP-Seq MESCs Mouse	6/1944	0.18846575398407078	0.48894781100119966	0	0	1.6410489892551448	2.7386464968680966	SPARC;CCND1;ANXA2;ANXA5;HSPB1;ARID5B
SALL1 21062744 ChIP-ChIP HESCs Human	1/105	0.1900305701032035	0.48894781100119966	0	0	4.895463510848126	8.129261430708116	ARID5B
KLF1 20508144 ChIP-Seq FETAL-LIVER-ERYTHROID Mouse	4/1144	0.19367882332591896	0.48894781100119966	0	0	1.834307992202729	3.0111156983639105	LGALS3;RNH1;HSP90AB1;MGST3
SMAD4 19686287 ChIP-ChIP HaCaT Human	2/405	0.19401018893913982	0.48894781100119966	0	0	2.554133472639415	4.188381985323521	ANXA2;S100A10
E2F1 21310950 ChIP-Seq MCF-7 Human	4/1145	0.1940896703824393	0.48894781100119966	0	0	1.8326029798422436	3.0044334813632223	MGST3;MGST1;S100A13;S100A10
ZNF652 21678463 ChIP-ChIP ZR75-1 Human	1/112	0.2013631441044547	0.48894781100119966	0	0	4.585123585123585	7.348326827498552	HSPB1
TCFCP2L1 18555785 ChIP-Seq MESCs Mouse	6/1987	0.20194594314005004	0.48894781100119966	0	0	1.6015975294711524	2.5621640170987052	RNH1;CCND1;MGST3;HSPB1;ALDOA;ACTG1
ISL1 27105846 Chip-Seq CPCs Mouse	5/1576	0.20436817497950877	0.48894781100119966	0	0	1.6721833227243794	2.6551464112254766	CCND1;CALD1;NPC2;TPM1;ARID5B
SMAD2/3 21741376 ChIP-Seq ESCs Human	6/2000	0.2060953896082858	0.48894781100119966	0	0	1.5900053100477904	2.5112800827957624	RNH1;GSN;NPC2;TIMP2;MYL12A;S100A11
POU3F1 26484290 ChIP-Seq ESCss Mouse	6/2000	0.2060953896082858	0.48894781100119966	0	0	1.5900053100477904	2.5112800827957624	CD63;HSP90AB1;RRAS;LHFP;VIM;AVPI1
ESRRB 18555785 Chip-Seq ESCs Mouse	6/2000	0.2060953896082858	0.48894781100119966	0	0	1.5900053100477904	2.5112800827957624	GSN;LHFP;MGST3;ANXA5;PRRX2;VIM
GATA1 19941827 ChIP-Seq MEL86 Mouse	6/2000	0.2060953896082858	0.48894781100119966	0	0	1.5900053100477904	2.5112800827957624	LGALS1;GSN;CTSL;ANXA3;FTH1;TIMP2
CEBPA 20513432 ChIP-Seq MACROPHAGES Mouse	6/2000	0.2060953896082858	0.48894781100119966	0	0	1.5900053100477904	2.5112800827957624	MYL6;ANXA2;SERPINB6A;FTH1;MGST1;TSPO
CEBPB 20513432 ChIP-Seq MACROPHAGES Mouse	6/2000	0.2060953896082858	0.48894781100119966	0	0	1.5900053100477904	2.5112800827957624	MYL6;ANXA2;SERPINB6A;ANXA3;TSPO;VIM
CTCF 20526341 ChIP-Seq ESCs Human	6/2000	0.2060953896082858	0.48894781100119966	0	0	1.5900053100477904	2.5112800827957624	MYL6;RNH1;ANXA3;TIMP2;MYL12A;S100A11
GATA6 21074721 ChIP-Seq CACO-2 Human	6/2000	0.2060953896082858	0.48894781100119966	0	0	1.5900053100477904	2.5112800827957624	MGST3;S100A6;ARID5B;VIM;S100A11;S100A10
P53 21459846 ChIP-Seq SAOS-2 Human	6/2000	0.2060953896082858	0.48894781100119966	0	0	1.5900053100477904	2.5112800827957624	RNH1;GSN;ANXA2;CALD1;MGST1;S100A10
CBP 21632823 ChIP-Seq H3396 Human	6/2000	0.2060953896082858	0.48894781100119966	0	0	1.5900053100477904	2.5112800827957624	RNH1;CCND1;FTH1;ARID5B;VIM;AVPI1
FLI1 21867929 ChIP-Seq CD8 Mouse	6/2000	0.2060953896082858	0.48894781100119966	0	0	1.5900053100477904	2.5112800827957624	HSP90AB1;LGALS1;TSPO;VIM;S100A11;AVPI1
RXR 22158963 ChIP-Seq LIVER Mouse	6/2000	0.2060953896082858	0.48894781100119966	0	0	1.5900053100477904	2.5112800827957624	FTL1;RRAS;CCND1;MGST1;ACTG1;S100A10
P63 26484246 Chip-Seq KERATINOCYTES Human	6/2000	0.2060953896082858	0.48894781100119966	0	0	1.5900053100477904	2.5112800827957624	LGALS3;RNH1;HSP90AB1;ARID5B;S100A11;AVPI1
KLF4 26769127 Chip-Seq PDAC-Cell line Human	6/2000	0.2060953896082858	0.48894781100119966	0	0	1.5900053100477904	2.5112800827957624	LGALS3;S100A1;MGST3;S100A6;S100A11;AVPI1
CEBPB 26923725 Chip-Seq MACROPHAGESS Mouse	6/2000	0.2060953896082858	0.48894781100119966	0	0	1.5900053100477904	2.5112800827957624	CD63;ANXA2;FTH1;ANXA5;TPM1;ACTG1
GATA3 27048872 Chip-Seq THYMUS Human	6/2000	0.2060953896082858	0.48894781100119966	0	0	1.5900053100477904	2.5112800827957624	FTH1;HSPB1;EMP3;VIM;S100A11;ACTG1
BRD4 27068464 Chip-Seq AML-cells Mouse	6/2000	0.2060953896082858	0.48894781100119966	0	0	1.5900053100477904	2.5112800827957624	CD63;MGST3;TSPO;EMP3;ACTG1;S100A10
SA1 27219007 Chip-Seq Bcells Human	6/2000	0.2060953896082858	0.48894781100119966	0	0	1.5900053100477904	2.5112800827957624	S100A1;S100A13;S100A6;EMP3;S100A11;S100A10
OCT1 27270436 Chip-Seq PROSTATE Human	6/2000	0.2060953896082858	0.48894781100119966	0	0	1.5900053100477904	2.5112800827957624	SPARC;ANXA2;ANXA3;NPC2;TPM1;VIM
PBX 27287812 Chip-Seq EMBYONIC-LIMB Mouse	6/2000	0.2060953896082858	0.48894781100119966	0	0	1.5900053100477904	2.5112800827957624	LGALS3;GSN;CCND1;LHFP;PRRX2;VIM
SOX2 18358816 ChIP-ChIP MESCs Mouse	3/785	0.20652308262505545	0.48894781100119966	0	0	1.9884564871777148	3.1364781049086465	SPARC;HSP90AB1;VIM
PPAR 26484153 Chip-Seq NCI-H1993 Human	4/1185	0.21075533794176887	0.49508500395183924	0	0	1.7667701571173204	2.750962466159586	MGST3;S100A6;HSPB1;MYL12A
POU5F1 18692474 ChIP-Seq MESCs Mouse	11/4232	0.21090263706251636	0.49508500395183924	0	0	1.4143486181571616	2.2012337593378706	FTL1;SPARC;GSN;RRAS;CCND1;CALD1;PRRX2;HSPB1;ARID5B;RPS2;AVPI1
MYC 22102868 ChIP-Seq BL Human	3/797	0.21277832577640268	0.497380558987878	0	0	1.9571788413098237	3.028742827915056	HSP90AB1;CALD1;EMP3
MEIS1 26923725 Chip-Seq HEMOGENIC-ENDOTHELIUM Mouse	4/1196	0.21541388349894203	0.5014255943630835	0	0	1.749440715883669	2.6857309985633	ANXA2;LHFP;TSPO;ARID5B
MYC 18555785 ChIP-Seq MESCs Mouse	4/1200	0.21711554219316553	0.502395261385131	0	0	1.7432181345224824	2.662461708763144	CD63;HSP90AB1;RPS2;ALDOA
RAD21 21589869 ChIP-Seq MESCs Mouse	6/2036	0.21775712559127744	0.502395261385131	0	0	1.5586786438713416	2.37601066432294	CCND1;NPC2;MGST3;S100A6;VIM;S100A11
TFEB 21752829 ChIP-Seq HELA Human	3/808	0.2185510072090552	0.502395261385131	0	0	1.9293268423703207	2.93399649379568	LGALS1;S100A6;MYL12A
NANOG 18358816 ChIP-ChIP MESCs Mouse	4/1232	0.230868441733414	0.5285170112409561	0	0	1.6948968512486429	2.4845615771661245	SPARC;HSP90AB1;FTH1;VIM
NANOG 21062744 ChIP-ChIP HESCs Human	3/840	0.23553572212861354	0.5369826751409543	0	0	1.8524653685944008	2.678466136239965	MYL6;RRAS;AVPI1
