Column1,x_name,y_name,p,median_diff,mean_diff,top_bin_mean,sample_count,metric
12679,archetype_2,Macrod1,1,-0.184395198,-0.175905053,0.052647857,1514,wilcoxon_p_val
12680,archetype_2,Rcor2,1,-0.167777,-0.478843257,-0.03378361,1514,wilcoxon_p_val
12681,archetype_2,Gm17227,1,-0.055608781,-0.098021176,-0.025638276,1514,wilcoxon_p_val
12682,archetype_2,Gm50232,1,-0.038811102,-0.058741992,-0.018228604,1514,wilcoxon_p_val
12683,archetype_2,2700081O15Rik,1,-0.208086323,-0.248082375,-0.103545158,1514,wilcoxon_p_val
12684,archetype_2,Atl3,1,-0.239535764,-0.241984809,-0.159519053,1514,wilcoxon_p_val
12685,archetype_2,Gm41804,1,-0.0422861,-0.162027679,-0.010927671,1514,wilcoxon_p_val
12686,archetype_2,Snhg1,1,-0.528292194,-0.505078062,-0.270290099,1514,wilcoxon_p_val
12687,archetype_2,Stx5a,1,-0.053594073,-0.068430671,-0.071819084,1514,wilcoxon_p_val
12688,archetype_2,Nxf1,1,-0.249648727,-0.227801692,-0.118510195,1514,wilcoxon_p_val
12689,archetype_2,Tmem223,1,-0.063102213,-0.292501253,-0.003959737,1514,wilcoxon_p_val
12690,archetype_2,Zbtb3,1,-0.038082279,-0.047336077,-0.006702882,1514,wilcoxon_p_val
12691,archetype_2,Hnrnpul2,1,-0.67385821,-0.685657643,-0.387691564,1514,wilcoxon_p_val
12692,archetype_2,Bscl2,1,-0.180442719,-0.343600723,-0.060767963,1514,wilcoxon_p_val
12693,archetype_2,Lrrn4cl,1,-0.062056279,-0.068801404,-0.037417996,1514,wilcoxon_p_val
12694,archetype_2,Lbhd1,1,-0.108542034,-0.112413133,-0.063362968,1514,wilcoxon_p_val
12695,archetype_2,1810009A15Rik,1,-0.041516514,-0.032706252,-0.034033902,1514,wilcoxon_p_val
12696,archetype_2,Ints5,1,-0.147647291,-0.097000072,-0.060661025,1514,wilcoxon_p_val
12697,archetype_2,Ganab,1,-0.359116226,-0.388577827,-0.224418855,1514,wilcoxon_p_val
12698,archetype_2,B3gat3,1,-0.022819914,-0.057689922,-0.00624282,1514,wilcoxon_p_val
12699,archetype_2,Eml3,1,-0.088153467,-0.097154517,-0.058562381,1514,wilcoxon_p_val
12700,archetype_2,Mta2,1,-0.164175011,-0.162220332,-0.144416341,1514,wilcoxon_p_val
12701,archetype_2,Tut1,1,-0.066609314,-0.014403856,-0.033195308,1514,wilcoxon_p_val
12702,archetype_2,Rab3il1,1,-0.019871075,-0.021107485,-0.002249956,1514,wilcoxon_p_val
12703,archetype_2,Fads1,1,-0.30063048,-0.294046865,-0.172968402,1514,wilcoxon_p_val
12704,archetype_2,Gm10143,1,-0.039385875,-0.04234864,-0.013458019,1514,wilcoxon_p_val
12705,archetype_2,Tmem258,1,-0.187922529,-0.256453773,-0.01467845,1514,wilcoxon_p_val
12706,archetype_2,Syt7,1,-0.300996788,-1.228692731,-0.138032589,1514,wilcoxon_p_val
12707,archetype_2,Cpsf7,1,-0.310712337,-0.324543831,-0.167662406,1514,wilcoxon_p_val
12708,archetype_2,Ddb1,1,-0.342153516,-0.308475161,-0.225334941,1514,wilcoxon_p_val
12709,archetype_2,Vwce,1,-0.040211109,-0.147080683,-0.030060262,1514,wilcoxon_p_val
12710,archetype_2,Vps37c,1,-0.078094825,-0.086107126,-0.04559693,1514,wilcoxon_p_val
12711,archetype_2,A430093F15Rik,1,-0.011757095,-0.015057234,-0.020645712,1514,wilcoxon_p_val
12712,archetype_2,Slc15a3,1,-0.104577271,-0.156657599,-0.0335602,1514,wilcoxon_p_val
12713,archetype_2,Prpf19,1,-0.223607941,-0.169084983,-0.028921873,1514,wilcoxon_p_val
12714,archetype_2,Ms4a4c,1,-0.030942497,-0.028278913,-0.018607338,1514,wilcoxon_p_val
12715,archetype_2,Ms4a6c,1,-0.039382355,-0.113318244,-0.025124479,1514,wilcoxon_p_val
12716,archetype_2,Gm8369,1,-0.006420352,-0.034240784,-0.0097197,1514,wilcoxon_p_val
12717,archetype_2,Ms4a6b,1,-0.022752857,-0.022846707,-0.022734911,1514,wilcoxon_p_val
12718,archetype_2,Patl1,1,-0.209326252,-0.23930969,-0.155942426,1514,wilcoxon_p_val
12719,archetype_2,Osbp,1,-0.428715721,-0.465541358,-0.216481329,1514,wilcoxon_p_val
12720,archetype_2,Mpeg1,1,-0.145741673,-0.333867049,-0.050762222,1514,wilcoxon_p_val
12721,archetype_2,Fam111a,1,-0.153668446,-0.16184592,-0.169281316,1514,wilcoxon_p_val
12722,archetype_2,Glyat,1,-0.014328248,-0.021317525,-0.02167998,1514,wilcoxon_p_val
12723,archetype_2,Lpxn,1,-0.07148706,-0.096064261,-0.048369487,1514,wilcoxon_p_val
12724,archetype_2,C130060C02Rik,1,-0.030785244,-0.03408334,-0.017827271,1514,wilcoxon_p_val
12725,archetype_2,Gnaq,1,-0.503523342,-0.596274086,-0.225061912,1514,wilcoxon_p_val
12726,archetype_2,Gna14,1,-0.042621845,-0.138469843,-0.039407774,1514,wilcoxon_p_val
12727,archetype_2,Prune2,1,-0.07574713,-0.389996253,-0.061171061,1514,wilcoxon_p_val
12728,archetype_2,Rfk,1,-0.133400846,-0.14005011,-0.040604968,1514,wilcoxon_p_val
12729,archetype_2,Nmrk1,1,-0.043783459,-0.044922216,-0.051239877,1514,wilcoxon_p_val
12730,archetype_2,D030056L22Rik,1,-0.482486986,-0.533519056,-0.167970574,1514,wilcoxon_p_val
12731,archetype_2,Trpm6,1,-0.009795847,-0.011377162,-0.008284025,1514,wilcoxon_p_val
12732,archetype_2,1500015L24Rik,1,-0.013973408,-0.205511057,-0.014398561,1514,wilcoxon_p_val
12733,archetype_2,Aldh1a1,1,-0.056514616,-0.317317621,-0.050606484,1514,wilcoxon_p_val
12734,archetype_2,Zfand5,1,-0.451482587,-0.446458557,-0.224158079,1514,wilcoxon_p_val
12735,archetype_2,Abhd17b,1,-0.327902973,-0.316439775,-0.129694793,1514,wilcoxon_p_val
12736,archetype_2,Cemip2,1,-0.24988441,-0.258654474,-0.196733555,1514,wilcoxon_p_val
12737,archetype_2,Gm41819,1,-0.017590639,-0.039021084,-0.013640935,1514,wilcoxon_p_val
12738,archetype_2,Klf9,1,-0.261097096,-0.287571672,-0.191220386,1514,wilcoxon_p_val
12739,archetype_2,Ptar1,1,-0.340387054,-0.365428509,-0.139941781,1514,wilcoxon_p_val
12740,archetype_2,Apba1,1,-0.046962827,-0.591066369,-0.0697599,1514,wilcoxon_p_val
12741,archetype_2,Gm50341,1,-0.053472845,-0.150280242,-0.033089768,1514,wilcoxon_p_val
12742,archetype_2,Dock8,1,-0.049740687,-0.065527771,-0.025175118,1514,wilcoxon_p_val
12743,archetype_2,Dmrt3,1,-0.033288951,-0.280064046,-0.030337742,1514,wilcoxon_p_val
12744,archetype_2,Dmrt2,1,-0.06716415,-0.416271387,-0.042638345,1514,wilcoxon_p_val
12745,archetype_2,Smarca2,1,-0.139078526,-0.158566376,-0.10490586,1514,wilcoxon_p_val
12746,archetype_2,Gm35554,1,-0.040400859,-0.0372293,-0.039807515,1514,wilcoxon_p_val
12747,archetype_2,Slc1a1,1,-0.023752587,-0.044161138,-0.036326575,1514,wilcoxon_p_val
12748,archetype_2,Plpp6,1,-0.080788421,-0.193266383,-0.02289775,1514,wilcoxon_p_val
12749,archetype_2,Cdc37l1,1,-0.34219183,-0.355367206,-0.131654976,1514,wilcoxon_p_val
12750,archetype_2,Rcl1,1,-0.059300866,-0.063071797,0.003507884,1514,wilcoxon_p_val
12751,archetype_2,Jak2,1,-0.180201584,-0.182053363,-0.121834818,1514,wilcoxon_p_val
12752,archetype_2,Cd274,1,-0.046480364,-0.087141709,-0.029337187,1514,wilcoxon_p_val
12753,archetype_2,Ric1,1,-0.120235501,-0.115039016,-0.087575138,1514,wilcoxon_p_val
12754,archetype_2,Uhrf2,1,-0.193722588,-0.136721041,-0.172653977,1514,wilcoxon_p_val
12755,archetype_2,Cstf2t,1,-0.265763991,-0.245317635,-0.128042783,1514,wilcoxon_p_val
12756,archetype_2,2700046G09Rik,1,-0.056079166,-0.219506565,-0.036703321,1514,wilcoxon_p_val
12757,archetype_2,Minpp1,1,-0.128602713,-0.149989181,-0.064397502,1514,wilcoxon_p_val
12758,archetype_2,Papss2,1,-0.051612559,-0.079902116,-0.034312741,1514,wilcoxon_p_val
12759,archetype_2,Pten,1,-0.284016162,-0.27493899,-0.129386052,1514,wilcoxon_p_val
12760,archetype_2,Stambpl1,1,-0.112424353,-0.115884777,-0.065187939,1514,wilcoxon_p_val
12761,archetype_2,Ifit3b,1,-0.029613863,-0.032245326,-0.051224466,1514,wilcoxon_p_val
12762,archetype_2,Ifit1,1,-0.036452053,-0.452038786,-0.067637568,1514,wilcoxon_p_val
12763,archetype_2,Kif20b,1,-0.41214852,-0.447865553,-0.283524711,1514,wilcoxon_p_val
12764,archetype_2,Pcgf5,1,-0.461869739,-0.51066779,-0.179009911,1514,wilcoxon_p_val
12765,archetype_2,Hectd2,1,-0.184029888,-0.457176223,-0.104878709,1514,wilcoxon_p_val
12766,archetype_2,Tnks2,1,-0.48371467,-0.492453578,-0.28663787,1514,wilcoxon_p_val
12767,archetype_2,Btaf1,1,-0.396408249,-0.399296057,-0.294573241,1514,wilcoxon_p_val
12768,archetype_2,5-Mar,1,-0.266610641,-0.227292107,-0.090759988,1514,wilcoxon_p_val
12769,archetype_2,Kif11,1,-0.771788046,-0.802003121,-0.462841097,1514,wilcoxon_p_val
12770,archetype_2,Exoc6,1,-0.246635038,-0.31549654,-0.119808561,1514,wilcoxon_p_val
12771,archetype_2,Cep55,1,-0.16258765,-0.165933127,-0.217767122,1514,wilcoxon_p_val
12772,archetype_2,Ffar4,1,-0.064168736,-0.282964443,-0.002638625,1514,wilcoxon_p_val
12773,archetype_2,Slc35g1,1,-0.168192446,-0.199561561,-0.076857924,1514,wilcoxon_p_val
12774,archetype_2,Tbc1d12,1,-0.055675621,-0.049849115,-0.044226923,1514,wilcoxon_p_val
12775,archetype_2,Hells,1,-0.449151888,-0.407128577,-0.236590216,1514,wilcoxon_p_val
12776,archetype_2,Cyp2c55,1,-0.005923427,-0.010573795,-0.014642985,1514,wilcoxon_p_val
12777,archetype_2,A930028N01Rik,1,-0.077875822,-0.081037924,-0.027679651,1514,wilcoxon_p_val
12778,archetype_2,Gm27042,1,-0.059784254,-0.122529635,-0.024269851,1514,wilcoxon_p_val
12779,archetype_2,Entpd1,1,-0.028927489,-0.136264517,-0.014710977,1514,wilcoxon_p_val
12780,archetype_2,Cc2d2b,1,-0.021473896,-0.019981897,-0.015916471,1514,wilcoxon_p_val
12781,archetype_2,Ccnj,1,-0.138195684,-0.155970369,-0.045505151,1514,wilcoxon_p_val
12782,archetype_2,Zfp518a,1,-0.127916595,-0.161952289,-0.052744382,1514,wilcoxon_p_val
12783,archetype_2,Lcor,1,-0.242402442,-0.248347024,-0.135412135,1514,wilcoxon_p_val
12784,archetype_2,Frat1,1,-0.202319175,-0.204989216,-0.06709636,1514,wilcoxon_p_val
12785,archetype_2,Pgam1,1,-0.068481901,-0.049329194,-0.065404616,1514,wilcoxon_p_val
12786,archetype_2,Zdhhc16,1,-0.04488829,-0.079298011,-0.089664866,1514,wilcoxon_p_val
12787,archetype_2,Ankrd2,1,-0.026428351,-0.100203615,-0.013492838,1514,wilcoxon_p_val
12788,archetype_2,Pi4k2a,1,-0.092558905,-0.081036922,-0.069974703,1514,wilcoxon_p_val
12789,archetype_2,Zfyve27,1,-0.144095303,-0.227452331,-0.065158917,1514,wilcoxon_p_val
12790,archetype_2,Golga7b,1,-0.060324948,-0.718668274,-0.067328851,1514,wilcoxon_p_val
12791,archetype_2,R3hcc1l,1,-0.146432428,-0.143390281,-0.085999811,1514,wilcoxon_p_val
12792,archetype_2,Cnnm1,1,-0.077227067,-0.369456053,-0.038450126,1514,wilcoxon_p_val
12793,archetype_2,Entpd7,1,-0.162910907,-0.188694944,-0.114324377,1514,wilcoxon_p_val
12794,archetype_2,Cutc,1,-0.108017122,-0.093328476,-0.007784895,1514,wilcoxon_p_val
12795,archetype_2,Scd3,1,-0.027344615,-0.135206593,-0.01564556,1514,wilcoxon_p_val
12796,archetype_2,Scd2,1,-0.195173101,-0.264258089,-0.162288893,1514,wilcoxon_p_val
12797,archetype_2,Hif1an,1,-0.215599168,-0.215788221,-0.126019183,1514,wilcoxon_p_val
12798,archetype_2,Slf2,1,-0.359740809,-0.361636126,-0.186951356,1514,wilcoxon_p_val
12799,archetype_2,Sema4g,1,-0.045433564,-0.058437432,0.001831471,1514,wilcoxon_p_val
12800,archetype_2,Twnk,1,-0.209653199,-0.191730351,-0.095680763,1514,wilcoxon_p_val
12801,archetype_2,Btrc,1,-0.048715633,-0.055351002,-0.040688586,1514,wilcoxon_p_val
12802,archetype_2,Gm15491,1,-0.085358533,-0.086082981,-0.025980039,1514,wilcoxon_p_val
12803,archetype_2,4930505N22Rik,1,-0.012888767,-0.015533128,-0.020034561,1514,wilcoxon_p_val
12804,archetype_2,Pprc1,1,-0.165222764,-0.129216503,-0.088486838,1514,wilcoxon_p_val
12805,archetype_2,Nolc1,1,-0.496092886,-0.41549274,-0.249568393,1514,wilcoxon_p_val
12806,archetype_2,Gbf1,1,-0.411531419,-0.430015219,-0.175492934,1514,wilcoxon_p_val
12807,archetype_2,Fbxl15,1,-0.195477933,-0.328005205,-0.087055522,1514,wilcoxon_p_val
12808,archetype_2,Mfsd13a,1,-0.080726853,-0.234201597,-0.013416074,1514,wilcoxon_p_val
12809,archetype_2,Sufu,1,-0.133310601,-0.087441677,-0.075209009,1514,wilcoxon_p_val
12810,archetype_2,Trim8,1,-0.315812729,-0.313998688,-0.201493845,1514,wilcoxon_p_val
12811,archetype_2,Wbp1l,1,-0.127671628,-0.114132519,-0.123478581,1514,wilcoxon_p_val
12812,archetype_2,Borcs7,1,-0.331785187,-0.300725649,-0.097041482,1514,wilcoxon_p_val
12813,archetype_2,As3mt,1,-0.032993631,-0.270639689,-0.023136082,1514,wilcoxon_p_val
12814,archetype_2,Cnnm2,1,-0.423605844,-0.434712658,-0.131872219,1514,wilcoxon_p_val
12815,archetype_2,Gm50431,1,-0.295574021,-0.407036396,-0.102579148,1514,wilcoxon_p_val
12816,archetype_2,Ina,1,-0.343099814,-1.671997985,-0.220984231,1514,wilcoxon_p_val
12817,archetype_2,Taf5,1,-0.172807116,-0.159253531,-0.086909506,1514,wilcoxon_p_val
12818,archetype_2,Pdcd11,1,-0.416961111,-0.342332164,-0.23726202,1514,wilcoxon_p_val
12819,archetype_2,Neurl1a,1,-0.054186959,-0.988999783,-0.118254703,1514,wilcoxon_p_val
12820,archetype_2,Slk,1,-0.271389261,-0.215608559,-0.258156601,1514,wilcoxon_p_val
12821,archetype_2,Sorcs3,1,-0.027608186,-0.033174946,-0.014549703,1514,wilcoxon_p_val
12822,archetype_2,Mxi1,1,-0.279290043,-0.289293535,-0.089782208,1514,wilcoxon_p_val
12823,archetype_2,4833407H14Rik,1,-0.016354587,-0.078468075,-0.015689551,1514,wilcoxon_p_val
12824,archetype_2,Dusp5,1,-0.108263406,-0.103955506,-0.123054223,1514,wilcoxon_p_val
12825,archetype_2,Smc3,1,-0.512573287,-0.519548448,-0.233778294,1514,wilcoxon_p_val
12826,archetype_2,Rbm20,1,-0.056023255,-0.112897294,-0.029646876,1514,wilcoxon_p_val
12827,archetype_2,Pdcd4,1,-0.452207103,-0.563633227,-0.132770772,1514,wilcoxon_p_val
12828,archetype_2,Shoc2,1,-0.279027287,-0.300690918,-0.168774983,1514,wilcoxon_p_val
12829,archetype_2,Adra2a,1,-0.083645856,-0.412710813,-0.076547167,1514,wilcoxon_p_val
12830,archetype_2,Gm50186,1,-0.054794556,-0.204519515,-0.036115147,1514,wilcoxon_p_val
12831,archetype_2,Gm31356,1,-0.045011451,-0.080894554,-0.029631376,1514,wilcoxon_p_val
12832,archetype_2,Acsl5,1,-0.105276497,-0.111617394,-0.129807344,1514,wilcoxon_p_val
12833,archetype_2,Vti1a,1,-0.076094808,-0.08625653,-0.038871575,1514,wilcoxon_p_val
12834,archetype_2,Casp7,1,-0.082575514,-0.11864645,-0.053740089,1514,wilcoxon_p_val
12835,archetype_2,Nhlrc2,1,-0.346031718,-0.360018797,-0.158336777,1514,wilcoxon_p_val
12836,archetype_2,Adrb1,1,-0.017289598,-0.014451538,-0.007105616,1514,wilcoxon_p_val
12837,archetype_2,Tdrd1,1,-0.036166714,-0.084223661,-0.01140035,1514,wilcoxon_p_val
12838,archetype_2,Vwa2,1,-0.014421441,-0.59088539,-0.047167498,1514,wilcoxon_p_val
12839,archetype_2,Fam160b1,1,-0.187357523,-0.182973163,-0.09300648,1514,wilcoxon_p_val
12840,archetype_2,Atrnl1,1,-0.133955153,-0.147243143,-0.084593756,1514,wilcoxon_p_val
12841,archetype_2,Ccdc172,1,-0.019653112,-0.270554144,-0.03955214,1514,wilcoxon_p_val
12842,archetype_2,1810007D17Rik,1,-0.017283279,-0.064220933,-0.008236567,1514,wilcoxon_p_val
12843,archetype_2,Pnliprp1,1,-0.023840045,-0.100322225,-0.013283839,1514,wilcoxon_p_val
12844,archetype_2,Slc18a2,1,-0.050200895,-0.058342666,-0.028704111,1514,wilcoxon_p_val
12845,archetype_2,Nanos1,1,-0.222348969,-0.255919796,-0.092222788,1514,wilcoxon_p_val
12846,archetype_2,Fam45a,1,-0.110467792,-0.117160268,-0.058247784,1514,wilcoxon_p_val
12847,archetype_2,Grk5,1,-0.177803375,-0.252501571,-0.071761376,1514,wilcoxon_p_val
12848,archetype_2,Suv39h2,1,-0.15204021,-0.154612848,-0.055766187,1514,wilcoxon_p_val
12849,archetype_2,Hspa14,1,-0.102050604,-0.138631357,-0.05948671,1514,wilcoxon_p_val
12850,archetype_2,Prpf18,1,-0.343190692,-0.349348648,-0.195452469,1514,wilcoxon_p_val
12851,archetype_2,Mcm10,1,-0.341441639,-0.32140326,-0.218422859,1514,wilcoxon_p_val
12852,archetype_2,Camk1d,1,-0.222868938,-0.576204513,-0.144502488,1514,wilcoxon_p_val
12853,archetype_2,Cdc123,1,-0.283006495,-0.262377677,-0.040592914,1514,wilcoxon_p_val
12854,archetype_2,Gm13199,1,-0.018858331,-0.028556704,-0.004111724,1514,wilcoxon_p_val
12855,archetype_2,Sec61a2,1,-0.103148738,-0.15206847,-0.0220408,1514,wilcoxon_p_val
12856,archetype_2,Celf2,1,-0.373994552,-0.877292165,-0.17558652,1514,wilcoxon_p_val
12857,archetype_2,Taf3,1,-0.22757173,-0.221265761,-0.129334229,1514,wilcoxon_p_val
12858,archetype_2,Pfkfb3,1,-0.084041098,-0.081575504,-0.04630148,1514,wilcoxon_p_val
12859,archetype_2,Rbm17,1,-0.336085424,-0.361177073,-0.173441693,1514,wilcoxon_p_val
12860,archetype_2,Fbh1,1,-0.119206548,-0.111752689,-0.067419765,1514,wilcoxon_p_val
12861,archetype_2,Itga8,1,-0.042141917,-0.106089563,-0.028451202,1514,wilcoxon_p_val
12862,archetype_2,Mindy3,1,-0.202617113,-0.188024196,-0.095805031,1514,wilcoxon_p_val
12863,archetype_2,Trdmt1,1,-0.032498736,-0.028734803,-0.049859939,1514,wilcoxon_p_val
12864,archetype_2,St8sia6,1,-0.020778181,-0.038670483,-0.019575318,1514,wilcoxon_p_val
12865,archetype_2,Hacd1,1,-0.174475557,-0.129117608,-0.01387907,1514,wilcoxon_p_val
12866,archetype_2,Stamos,1,-0.040692369,-0.049925554,-0.014930075,1514,wilcoxon_p_val
12867,archetype_2,Gm10848,1,-0.091938138,-0.118708129,-0.042803735,1514,wilcoxon_p_val
12868,archetype_2,Nsun6,1,-0.065784702,-0.053997165,-0.032477542,1514,wilcoxon_p_val
12869,archetype_2,Nebl,1,-0.103508431,-1.330609047,-0.141429454,1514,wilcoxon_p_val
12870,archetype_2,Skida1,1,-0.08317699,-0.084016036,-0.030124666,1514,wilcoxon_p_val
12871,archetype_2,Dnajc1,1,-0.165072525,-0.167904321,-0.117286615,1514,wilcoxon_p_val
12872,archetype_2,Pip4k2a,1,-0.236782111,-0.213921263,-0.105291004,1514,wilcoxon_p_val
12873,archetype_2,4921504E06Rik,1,-0.022596656,-0.05411686,-0.01446681,1514,wilcoxon_p_val
12874,archetype_2,Gm13362,1,-0.011096003,-0.067758562,-0.018798854,1514,wilcoxon_p_val
12875,archetype_2,Arhgap21,1,-0.28053464,-0.256194876,-0.184318999,1514,wilcoxon_p_val
12876,archetype_2,Abi1,1,-0.249552328,-0.253523932,-0.171010783,1514,wilcoxon_p_val
12877,archetype_2,Mastl,1,-0.101248506,-0.142904029,-0.142148396,1514,wilcoxon_p_val
12878,archetype_2,Spopl,1,-0.229652837,-0.245257124,-0.122375723,1514,wilcoxon_p_val
12879,archetype_2,Pax8,1,-0.056058906,-0.076540102,-0.041727863,1514,wilcoxon_p_val
12880,archetype_2,Cacna1b,1,-0.052987812,-0.747332683,-0.09170446,1514,wilcoxon_p_val
12881,archetype_2,Ehmt1,1,-0.245178178,-0.23012943,-0.142835489,1514,wilcoxon_p_val
12882,archetype_2,Mrpl41,1,-0.234003343,-0.255878779,-0.101681597,1514,wilcoxon_p_val
12883,archetype_2,Tor4a,1,-0.020052788,-0.053050804,-0.021519437,1514,wilcoxon_p_val
12884,archetype_2,Nelfb,1,-0.056324672,-0.035147667,-0.02525609,1514,wilcoxon_p_val
12885,archetype_2,Ndor1,1,-0.164080922,-0.149476745,-0.073196477,1514,wilcoxon_p_val
12886,archetype_2,Ssna1,1,-0.234288864,-0.235211313,-0.054290572,1514,wilcoxon_p_val
12887,archetype_2,Grin1,1,-0.070923878,-1.144406398,-0.121096404,1514,wilcoxon_p_val
12888,archetype_2,Paxx,1,-0.037593452,-0.146920514,-0.025930363,1514,wilcoxon_p_val
12889,archetype_2,Rabl6,1,-0.380941033,-0.317550158,-0.131832835,1514,wilcoxon_p_val
12890,archetype_2,Tmem141,1,-0.154997196,-0.353394171,-0.068678969,1514,wilcoxon_p_val
12891,archetype_2,Fcna,1,-0.020556998,-0.018747674,-0.016781767,1514,wilcoxon_p_val
12892,archetype_2,A230005M16Rik,1,-0.020031243,-0.031390575,-0.001014289,1514,wilcoxon_p_val
12893,archetype_2,Sohlh1,1,-0.035689395,-0.0858298,-0.017498881,1514,wilcoxon_p_val
12894,archetype_2,Camsap1,1,-0.347968683,-0.361939778,-0.209015535,1514,wilcoxon_p_val
12895,archetype_2,Ubac1,1,-0.21301327,-0.254497705,-0.033081497,1514,wilcoxon_p_val
12896,archetype_2,Nacc2,1,-0.039216997,-0.050687616,-0.076455173,1514,wilcoxon_p_val
12897,archetype_2,Tmem250-ps,1,-0.14227552,-0.147563927,-0.071223853,1514,wilcoxon_p_val
12898,archetype_2,Lhx3,1,-0.068221558,-0.253483279,-0.024161799,1514,wilcoxon_p_val
12899,archetype_2,Qsox2,1,-0.266356595,-0.352855907,-0.088224221,1514,wilcoxon_p_val
12900,archetype_2,Ccdc187,1,-0.026507066,-0.185832099,-0.026002897,1514,wilcoxon_p_val
12901,archetype_2,Card9,1,-0.045669614,-0.089546631,-0.033757168,1514,wilcoxon_p_val
12902,archetype_2,Snapc4,1,-0.15872585,-0.132626437,-0.098873255,1514,wilcoxon_p_val
12903,archetype_2,Entr1,1,-0.303807035,-0.285814997,-0.144414006,1514,wilcoxon_p_val
12904,archetype_2,Inpp5e,1,-0.060235431,-0.055949491,-0.03407457,1514,wilcoxon_p_val
12905,archetype_2,Sec16a,1,-0.240654007,-0.243390835,-0.130405688,1514,wilcoxon_p_val
12906,archetype_2,Notch1,1,-0.02237734,-0.040451013,-0.040948352,1514,wilcoxon_p_val
12907,archetype_2,Surf6,1,-0.329827882,-0.340768052,-0.196874928,1514,wilcoxon_p_val
12908,archetype_2,Med22,1,-0.313506812,-0.383453071,-0.102939686,1514,wilcoxon_p_val
12909,archetype_2,Surf4,1,-0.122550164,-0.186282282,-0.151161897,1514,wilcoxon_p_val
12910,archetype_2,Rexo4,1,-0.208261795,-0.185620614,-0.106633957,1514,wilcoxon_p_val
12911,archetype_2,Sardh,1,-0.032372723,-0.055462768,-0.053218204,1514,wilcoxon_p_val
12912,archetype_2,Vav2,1,-0.196773816,-0.219292305,-0.071884381,1514,wilcoxon_p_val
12913,archetype_2,Brd3,1,-0.508362658,-0.539653102,-0.20413801,1514,wilcoxon_p_val
12914,archetype_2,Gm13373,1,-0.029614904,-0.118048739,-0.01395896,1514,wilcoxon_p_val
12915,archetype_2,Gtf3c5,1,-0.188840255,-0.206643941,-0.114606875,1514,wilcoxon_p_val
12916,archetype_2,Gtf3c4,1,-0.333424054,-0.337384843,-0.153076025,1514,wilcoxon_p_val
12917,archetype_2,Gm13420,1,-0.00772371,-0.212377409,-0.018055796,1514,wilcoxon_p_val
12918,archetype_2,Trub2,1,-0.043667124,-0.041329907,-0.01783242,1514,wilcoxon_p_val
12919,archetype_2,2600006K01Rik,1,-0.027361779,-0.06474086,-0.013699893,1514,wilcoxon_p_val
12920,archetype_2,Zer1,1,-0.176060658,-0.200206865,-0.068361751,1514,wilcoxon_p_val
12921,archetype_2,Kyat1,1,-0.087252724,-0.162661089,-0.008068912,1514,wilcoxon_p_val
12922,archetype_2,Dolk,1,-0.036789129,-0.031754377,-0.017357497,1514,wilcoxon_p_val
12923,archetype_2,Sh3glb2,1,-0.162876677,-0.147194088,-0.032958999,1514,wilcoxon_p_val
12924,archetype_2,Crat,1,-0.044877166,-0.060533362,-0.058275891,1514,wilcoxon_p_val
12925,archetype_2,Gm14486,1,-0.01035108,-0.004306206,-0.002480882,1514,wilcoxon_p_val
12926,archetype_2,1700001O22Rik,1,-0.04705663,-0.110453896,-0.007482024,1514,wilcoxon_p_val
12927,archetype_2,Asb6,1,-0.130872625,-0.186242284,-0.116170994,1514,wilcoxon_p_val
12928,archetype_2,Ptges,1,-0.062418791,-0.121091332,-0.029064356,1514,wilcoxon_p_val
12929,archetype_2,Tor1a,1,-0.065841679,-0.079598688,-0.027161422,1514,wilcoxon_p_val
12930,archetype_2,BC005624,1,-0.110934099,-0.112289796,-0.094645877,1514,wilcoxon_p_val
12931,archetype_2,Fnbp1,1,-0.158486903,-0.165406085,-0.145703995,1514,wilcoxon_p_val
12932,archetype_2,D330023K18Rik,1,-0.009356134,-0.074191569,-0.013015933,1514,wilcoxon_p_val
12933,archetype_2,Gm13427,1,-0.006383909,-0.00982518,0.004070019,1514,wilcoxon_p_val
12934,archetype_2,Gm13610,1,-0.038742601,-0.033520647,-0.014192594,1514,wilcoxon_p_val
12935,archetype_2,Uck1,1,-0.226564083,-0.272097379,-0.070456203,1514,wilcoxon_p_val
12936,archetype_2,Dnm1,1,-0.040223832,-0.03212491,-0.050003186,1514,wilcoxon_p_val
12937,archetype_2,1110008P14Rik,1,-0.660124809,-0.457417859,-0.182513923,1514,wilcoxon_p_val
12938,archetype_2,Lcn2,1,-0.017926601,-0.080722411,-0.016789199,1514,wilcoxon_p_val
12939,archetype_2,Slc25a25,1,-0.160435333,-0.178641556,-0.146926768,1514,wilcoxon_p_val
12940,archetype_2,Fpgs,1,-0.080907501,-0.068961441,-0.035504835,1514,wilcoxon_p_val
12941,archetype_2,6330409D20Rik,1,-0.017350145,-0.250717702,-0.025524463,1514,wilcoxon_p_val
12942,archetype_2,Ttc16,1,-0.010539589,-0.022695992,-0.013737312,1514,wilcoxon_p_val
12943,archetype_2,Cfap157,1,-0.021944585,-0.07396162,-0.012028064,1514,wilcoxon_p_val
12944,archetype_2,Stxbp1,1,-0.178443614,-0.656576479,-0.137725806,1514,wilcoxon_p_val
12945,archetype_2,Lrsam1,1,-0.110977387,-0.110755112,-0.085029197,1514,wilcoxon_p_val
