cell_line	drug	aa	aa_obs	emax	emax_obs	einf	ec50	ic50	hill
DMS114	LY-2835219	1.2311617236747578	1.2672532419946025	0.505280144009761	0.5047999999999999	0.5043184333333008	3.180767455046538e-08		1.085625447965673
DMS114	LY-2874455	3.026118707889579	2.9941905618840203	0.013807675547273936	0.01236666667	0.012001966669970335	6.446615673946021e-09	6.6317985430277274e-09	0.8579124170881378
DMS114	LY-294002	0.25684834893495545	0.2704845399004398	0.4479748675812586	0.44780000000000003	0.12157083353821481	6.995296208524e-06	8.454432609860555e-06	1.4704401796449027
DMS114	LY-2940680	0.1442341844149212	0.15259752012029865	0.8927021620124098	0.8913333333	1.39821591929969e-11	1e-05	1e-05	0.3201492562683258
DMS114	LY-317615		0.2152421551309422		0.8937999999999999				
DMS114	LY-450139	8.988396929295137e-11	0.0	0.9999999999664022	1.0290000000000001	0.9999999997564951	1e-05		0.09711169213389076
DMS114	Meclofenamate	0.2208662203785267	0.21925498635621407	0.9047539321466439	0.8873000000000001	2.976082279958242e-13	1e-05	1e-05	0.13420869152774717
DMS114	Mefloquine	0.28637032656025596	0.4384784845780704	0.0901188778269918	0.08813333333	2.963158334968737e-17	5.307224753015054e-06	5.307224753015054e-06	3.649764405987986
DMS114	Megestrol acetate	0.03505270451071501	0.05640078253341066	0.9565369974392733	0.9548666667000001	0.9564328481781503	1.569465393009885e-06		3.2582769216408933
DMS114	melphalan	0.3987246186544713	0.4970867689176005	0.40198263987939753	0.4016333333	0.15607552056225119	4.565378111833975e-06	6.351248947101549e-06	1.1333813237227173
DMS114	mercaptopurine	0.9705034510045994	1.0088282573264669	0.036988403838371715	0.055999999999999994	0.024106607558931997	1.0199423565632613e-06	1.0469625073064431e-06	1.8898618416372628
DMS114	methotrexate	2.624960216203743	2.799589971439139	0.06909967268995876	0.06983333333	0.06886429999632997	1.451825442542365e-08	1.6318873126888048e-08	1.2674554668988474
DMS114	methoxsalen		0.0		1.0009333329999999				
DMS114	Metoprolol	1.180682792244188e-08	0.02115966531348383	0.9999999746067052	0.9605333333	0.9996317551264408	1e-05		0.9338281852757104
DMS114	MG-0103	1.1821332072175266	1.2238080805860523	0.03576772697687553	0.0378	0.009755824173333765	6.528984951668033e-07	6.62688810959273e-07	1.3238862634932873
DMS114	MI-219	0.00422948945735427	0.09107148404010412	0.8806307092741515	0.8806333333	0.32160524934570445	1e-05	1e-05	13.481457730742143
DMS114	MITOMYCIN C	1.914596784204178	1.882947689246253	0.11597100583643134	0.036433333330000005	0.09176110755749894	7.5036384732606e-08	9.885855514800715e-08	0.7353757619716766
DMS114	mitotane		0.11028337833956339		0.9364666667				
DMS114	mitoxantrone	2.5535947547030142	3.096465074608133	0.001003213332691875	-0.006	9.999999999999995e-11	2.7177348685858358e-08	2.7177348690509958e-08	1.168516298966332
DMS114	MK-0752	0.09628494677256823	0.08990869486787537	0.9441896197624893	0.9164666667	0.9441895824464868	1.8827189104950702e-07		3.5791606277288928
DMS114	MK-0822	0.32513126369261286	0.33330972363904554	0.8886698270338926	0.8855333333000001	0.8854447999665997	6.872099093694595e-09		0.4862861208546212
DMS114	MK-1775	1.2294732618469253	1.2804714266278259	0.08695227543477926	0.10366666670000001	0.07668853298169379	4.695174194389625e-07	5.259326056468474e-07	1.467377002472116
DMS114	MK-2206	0.3055208557390891	0.35206169017911565	0.6851723876063016	0.6401666667000001	1.2897137707177191e-30	1e-05	1e-05	0.5313432979994106
DMS114	MK-2461	0.7978743109837672	0.9056388222613934	0.15095322087787622	0.1743333333	0.03907459668814313	1.6494318997303525e-06	1.7732026483668408e-06	1.1245984107772045
DMS114	MK-4827	0.25049703729144834	0.3544632266945043	0.6506685068938788	0.61645	4.052791729215773e-32	1e-05	1e-05	0.7437336639893118
DMS114	MK-5108	1.6190207441500348	1.6394902107623395	0.09357882243789417	0.07273333333	0.0524833793263573	2.0151837970519446e-07	2.3179215953841343e-07	0.792326469168743
DMS114	MK-7965	3.300386449671196	3.324678835905571	3.4495952367545156e-09	-0.00146666667	1.5739096759672024e-10	4.914173640016584e-09	4.914173640619939e-09	2.5638163248398933
DMS114	MK-8033	0.11471163256008761	0.1509493707742135	0.823154468885406	0.8123	1.6884462779684046e-28	1e-05	1e-05	0.7355280890742597
DMS114	MK-8669	2.07468391311715	2.464635651835322	0.3280376814759598	0.3271666667	0.327089966699997	6.240429201663739e-09	2.0589682794349204e-08	0.8895032859095424
DMS114	MLN-0905	2.904047506906082	2.8833646082149262	0.04262645488635084	0.04323333333	0.04234223333002998	8.249901942392435e-09	8.91337590524784e-09	1.1439487023979586
DMS114	MLN-2238	2.5382685081307526	2.696692129107644	0.00021876336717976464	-0.00113333333	9.999999999999994e-11	2.8670120490086232e-08	2.8670120494069682e-08	1.4394608161869749
DMS114	MLN-2480	0.21330698294640332	0.2628255568885442	0.6676271429255807	0.6627333333	5.1314080557908163e-17	1e-05	1e-05	0.8218609890968337
DMS114	MLN-4924	2.177656232501161		0.053856357283527875	0.05346666667	0.051555034313119696	4.9853854206882454e-08	5.48686703500562e-08	1.1353768283462542
DMS114	MLN-518	0.08595397552847288	0.2806740767777869	0.5624391618905616	0.5619666667	8.671513912726205e-14	1e-05	1e-05	2.907654312079918
DMS114	MLN-576	0.879182914676326	1.036640409835383	0.14292489701331695	0.0942	0.14292489701331695	9.423354169855683e-07	9.607476453927166e-07	17.398103053403226
DMS114	MLN-8237	1.90887258783319	1.6998490398851551	0.2801362141992524	0.27545000000000003	0.27474811587792886	2.01714402635223e-08	5.543745732438938e-08	0.788722563164
DMS114	MLN-9708	1.7916763624489713	1.7882089853118706	0.017287956324643233	0.0069	0.01716083344071865	1.50333290126489e-07	1.528151101619807e-07	2.132923861165439
DMS114	MP-0922	0.808775352877225	0.8344558145396238	0.002831575036460179	0.0025	3.863940641692184e-14	1.5545888307254346e-06	1.5545888307254725e-06	3.150407484503707
DMS114	MP-470	0.45531462094621705	0.46456900858066646	0.39629301660980887	0.3947666667	0.15851061053522794	3.9901282182872515e-06	5.811313732573418e-06	1.0141181657929776
DMS114	MPC-3100	0.9126051861774447	1.0025110319609163	0.12336666155659695	0.11786666670000001	8.197862388545243e-13	1.3942995592270043e-06	1.3942995592293013e-06	0.9952974135966804
DMS114	MS-275	0.9197065978491936	0.9338702170017228	0.12658148330928085	0.1215	0.0013903655143592474	1.3736983759832996e-06	1.3776128480197905e-06	0.978587689343777
DMS114	nilotinib	0.188297240436726	0.3119641176366794	0.4116088757436155	0.4086333333	6.224450275746713e-11	8.398558443566912e-06	8.39855844407758e-06	2.0473760451633147
DMS114	Nitisinone		0.08880807231081589		0.9210666666999999				
DMS114	Nitrogen mustard	1.068037819298793	1.0779793850153059	0.259009529686304	0.2404666667	0.24705702962380635	3.8609150710066833e-07	6.607712823783998e-07	1.2681960668069128
DMS114	NU-6027	0.245018256108085	0.3244791082273224	0.5874419472041336	0.5804	2.9609826029182937e-15	1e-05	1e-05	0.9426165866560234
DMS114	O6-BG		0.2677771346683582		0.8753333333000001				
DMS114	olaparib	0.48716058790466393	0.4957115101926803	0.7213575826592983	0.6873333332999999	1.9271046326291756e-14	1e-05	1e-05	0.25545617600432363
DMS114	Omacetaxine mepasuccinate	2.679823133445505	2.7238722756001303	0.0001453118206801394	-0.00053333333	9.999999999999991e-11	2.0555926333054286e-08	2.055592633593288e-08	1.4281899296848852
DMS114	ON-01910Na	2.1596665853383814	2.226597301547359	0.01581060049269015	0.01303333333	0.01578522220616028	6.39171866583372e-08	6.49053114801496e-08	2.0910742327390315
DMS114	ONX-0801	0.5029218907877763	0.5263508875032226	0.23866960546864124	0.2386333333	0.23853062475399064	2.185503993838436e-06	2.450692823303424e-06	5.660727852764761
DMS114	ONX-0803	0.7310926492075188	0.822897703450082	0.020065190405986668	0.0034999999999999996	4.193655456040398e-18	1.8736931854823485e-06	1.8736931854823485e-06	2.3219446778245434
DMS114	ONX-0912	2.6547368975009977	2.7002889624510837	0.0001735448954003375	-0.00363333333	1.0000009865587762e-10	2.1789859825218272e-08	2.178985982830291e-08	1.4127995859557116
DMS114	ONX-0914	1.4622477046927524	1.5131611033589782	0.00019619211845368033	-0.00216666667	3.720755155191868e-21	3.4497349065117564e-07	3.4497349065117564e-07	2.5353556510661095
DMS114	OSI-027	1.8977206437353529	1.9002519746395494	0.11341076685036047	0.1213666667	0.09774184030021556	7.691552629377362e-08	9.998905260260096e-08	0.8290893229255101
DMS114	OSI-930	0.4319848301665893	0.4242042711825478	0.7414556613576319	0.6329	3.737868942286548e-18	1e-05	1e-05	0.2680682206563649
DMS114	OSU-03012	0.38507096594137763	0.4370535995344623	0.02571237780657582	0.0074	8.230414166252938e-12	4.146379518548514e-06	4.146379518565045e-06	4.128739634872049
DMS114	OSU-03013	0.42703617182216713	0.3341864820089649	0.007800000188702725	0.0078000000000000005	0.0077996030173420675	3.711991258478038e-06	3.71591947492393e-06	14.864601602521567
DMS114	OT-674	0.3450731197358679	0.29285054537934124	0.8871358622497502	0.8869666667	0.8868847565284824	6.5301793481037344e-09		0.832853057149935
DMS114	oxaliplatin	0.8917526916900199	0.9202675636215603	0.2875513072003641	0.2896	0.20122365565903472	8.689913381774786e-07	1.5771167599236873e-06	0.8639180140183588
DMS114	oxazole STAT3 inhibitor		0.09442066366140774		0.9481333333				
DMS114	Oxonic Acid	0.3830100242700846	0.39828977882826244	0.7343558474549825	0.62755	2.9205781963693047e-30	1e-05	1e-05	0.32724187607308025
DMS114	paclitaxel	3.29429545172658	3.3477853683584717	0.038138179371536456	0.03786666667	0.037231966669969994	1.6733972451028463e-09	1.843067571789666e-09	0.8012609310672016
DMS114	palbociclib	1.4142894937082833	1.4069290426173158	0.37013905414795056	0.36	0.3271935602440791	7.222187880218598e-08	5.07925212525734e-07	0.5446738316189306
DMS114	panobinostat	3.0701340686224396	3.0275577020815323	0.002437337445592844	0.00306666667	0.0023749314345924096	7.740707370488867e-09	7.768032239718031e-09	1.351146701373618
DMS114	Paroxetine	0.13767791371981467	0.17291118024298766	0.8059953355787807	0.8009666667	3.141220096337443e-15	1e-05	1e-05	0.6783874882115674
DMS114	pazopanib	0.6098473343662267	0.6578894602241058	0.2435787449593324	0.2513666667	0.040103955886614306	2.8981684709033617e-06	3.135973608778365e-06	1.0601936540716417
DMS114	PCI-0120		0.26059704525777433		0.9048				
DMS114	PCI-24781	2.1091450803598453	2.142216472560702	0.03434744897927535	0.013600000000000001	4.086955821367099e-13	7.40017792619618e-08	7.400177926205073e-08	0.6800051977196357
DMS114	PD-0325901	1.0534473245152471	1.1086889604323908	0.24629165271736897	0.22663333330000002	2.251765491274169e-24	1.4020314892981502e-06	1.4020314892981502e-06	0.5693033159509474
DMS114	PD-173074	1.6916351752142542	1.6778552919437533	0.2514129443064881	0.1638666667	0.25077160163038825	5.4952727832877754e-08	9.178895194950433e-08	1.3571405273337973
DMS114	PD-184352	0.3772869635821826	0.5112305477539025	0.4878476794618744	0.4347	4.91869449398906e-37	9.427945361505205e-06	9.427945361505205e-06	0.8253507527843467
DMS114	PD-98059		0.0		1.010333333				
DMS114	Pelitrexol isomer A	2.43361543842652	2.567663303547276	0.03837818382037825	0.03906666667	0.03815193333666997	2.921128462344136e-08	3.087653642397211e-08	1.4316383163309294
DMS114	Pelitrexol isomer B	2.2471106714884854	2.319757415242578	0.03674580226255017	0.03906666667	0.03674136757608533	4.6462565951493154e-08	4.803883141260811e-08	2.287661403774441
DMS114	pemetrexed	1.020894636105404	1.0213332013457428	0.3033954257219949	0.28850000000000003	0.3030837861499904	3.429334770816925e-07	5.154605800264134e-07	2.2865622068449927
DMS114	pentostatin	0.24522445334099974	0.22309637268974963	0.9119566901377326	0.9118999999999999	0.9118086723095564	1.498890349459176e-08		0.9823499499201804
DMS114	Peptide [CRGDKGPDC - cys & cys bridge		0.1259269325924876		0.9172				
DMS114	peptide R18 (14-3-3 antagonist)	0.14278278576534564	0.13868417700495778	0.9483945502920578	0.9447333333	0.9446876909026329	1.245543705626162e-08		0.3937455414520444
DMS114	PF-01367338	0.11765144238409328	0.11592125624991093	0.9530407098163151	0.9339	3.229696935765861e-11	1e-05	1e-05	0.1075676370513538
DMS114	PF-03084014 diastereomer 1		0.09845926466955818		0.9510333333				
DMS114	PF-03084014 diastereomer 2	0.08933329128888354	0.09716879711754071	0.91011988687929	0.8924333333	9.734766524284089e-17	1e-05	1e-05	0.4485563853882844
DMS114	PF-04217903		0.06378896068781834		0.9426000000000001				
DMS114	PF-04691502	1.9733244327563315	1.9892645776326183	0.034310400752589724	0.04026666667	3.878004860260549e-12	1.050306652151083e-07	1.0503066521622039e-07	0.7325130482289803
DMS114	PF-04929113	2.404599915910063	2.412703316574035	0.07314860057855233	0.0783	0.07284420871794557	2.5065433090713998e-08	2.8192408429456874e-08	1.339360942704492
DMS114	PF-05212384	2.1384095805458965	2.1437340698857366	0.08516813201031498	0.09093333333	0.08305943098415587	4.5768678258696813e-08	5.377156486435481e-08	1.1273363334893671
DMS114	PF-0528767	0.6666537424323606	0.7840060615441642	0.1535729855140266	0.0074	1.3246818478164793e-18	2.4696374856292802e-06	2.4696374856292802e-06	1.2204728658223924
DMS114	PF-299804	0.5298748766057424	0.5820424629063696	0.04473576068829169	0.00543333333	6.41700109337058e-12	3.005594762637797e-06	3.0055947626529446e-06	2.546535477282107
DMS114	PF-4176340	0.38243764074935377	0.3807203007429941	0.772872166161855	0.7247	8.386492968609654e-14	1e-05	1e-05	0.25878311031059575
DMS114	PF-477736	1.7037880147937612	1.762832329440097	0.09089050238558816	0.1193	0.08068932929020206	1.4053098057689877e-07	1.6610207595267081e-07	1.052767887532611
DMS114	PF-4942847	2.0813053217646282	2.077703120674518	0.07729232055989309	0.07846666667	0.07589694573863955	5.551880531978843e-08	6.333157206910665e-08	1.2504093853885037
DMS114	PF-562271	0.49581914128825466	0.5569554042550122	0.1279366348651335	0.03526666667	1.2751778585502126e-25	3.4450053013936964e-06	3.4450053013936964e-06	1.801069400613363
DMS114	PHA-665752	0.055828169177386144	0.33893139926981175	0.006940269919610731	0.00676666667	0.0011000192683578698	8.793749460216718e-06	8.794234212173164e-06	39.95535065012561
DMS114	PI-103	1.492822005327522	1.4797724200723554	0.13432088059634492	0.1239666667	0.12941809126110662	1.9344383617224604e-07	2.4308342696633295e-07	1.3113426886950976
DMS114	Pimozide	0.20552696737605483	0.25617717242653243	0.6175852004963366	0.6065999999999999	4.496073847262177e-22	1e-05	1e-05	1.0182035631426392
DMS114	Pipamperone	0.04477141907902257	0.05205307845815359	0.9882740741217038	0.9483	0.9765481482432551	1e-05		4.862411199507536e-12
DMS114	pipobroman	0.3090098890580161	0.33067722682060097	0.6047109539709283	0.5992000000000001	5.717473294407479e-12	1e-05	1e-05	0.7050768006083129
DMS114	PKM2 Activator 9	0.06575261122681864	0.07350553549396752	0.8626333331131759	0.8626333332999999	0.862633332897973	3.321505933996768e-06		18.394981260915763
DMS114	plerixafor	0.28771017827844875	0.31824265271997976	0.9239129180642541	0.8673000000000001	0.8143261131980538	1e-05		0.0037253030327049795
DMS114	plicamycin	2.761050478537497	2.7753356486894236	0.00564242653232489	0.0060999999999999995	0.005169266666699995	1.5960760465683146e-08	1.6101004024871826e-08	1.1879150283983255
DMS114	PLX-4720		0.12363137099141458		0.9163666667				
DMS114	PNU-74654		0.024755228245088808		0.9530333333000001				
DMS114	ponatinib	1.704473771642286	1.6986359947396965	0.05540019799891138	0.00263333333	0.05378505211940737	1.5808761861956447e-07	1.7024323135140804e-07	1.5363015961315996
DMS114	PP-242	1.7652638471026387	1.750055108773219	0.1641191406142891	0.12113333329999999	0.1601944391758812	7.850105406010344e-08	1.1130999076959877e-07	1.1060332740429775
DMS114	pralatrexate	2.937693115094963	3.457246232952903	0.0743375717236464	0.0736	0.07339779999999999	4.84689659147473e-09	5.778386931775747e-09	0.9031218972644478
DMS114	procarbazine		0.07580247787098982		0.9719333333				
DMS114	PX-866	0.6842318035218857	0.7245428153936959	0.4112169384367064	0.3598666667	5.126432108110072e-21	5.2515261546900306e-06	5.2515261546900306e-06	0.5572979962681623
DMS114	Pyrvinium pamoate	2.4873447315120916	2.4879936921673544	0.021837823688229084	0.00036666667	0.019344661761522868	2.771521006508782e-08	2.8814696989023783e-08	1.0142254770739376
DMS114	R-115777	1.403076887341976	1.3872172431623113	0.1918071697395483	0.13369999999999999	1.9051860284812207e-15	5.461989318520123e-07	5.461989318520165e-07	0.4947139548517184
DMS114	R-1530	0.7073105180538352	0.772639307382666	0.3483503992297923	0.3177333333	0.3483121405014516	8.215894475123025e-07	1.1156534985959997e-06	3.8985603914080453
DMS114	R-406	0.819359637664769	0.9220941934193424	0.12813663024084238	0.1479	0.06708258521758287	1.3915335021583563e-06	1.5484609700412018e-06	1.348190835562598
DMS114	R-428	0.5711768438776851	0.6948490213742192	0.04860552048540566	0.00376666667	1.7830451326865809e-12	2.7430541673758174e-06	2.7430541673800716e-06	2.299313079445076
DMS114	R-547	1.6550773107745493	1.6421642621106898	0.150540129802506	0.01183333333	4.931652328673702e-13	2.6189838181927783e-07	2.618983818198216e-07	0.4750655351733726
DMS114	R-788	1.0532892119623143	1.0421098634436985	0.10935636358413825	0.1197	0.07467690120656847	7.495524139684368e-07	8.52860263712788e-07	1.2527853960553554
DMS114	RAF-265	1.4928757242850794	1.482242793387675	0.22704578795047317	0.1638333333	0.20976766103920563	1.2933391168934692e-07	2.409593155623341e-07	0.8741555681387223
DMS114	raloxifene	0.06518532026388706	0.08947612515996803	0.7980853046056653	0.7153666667	1.9268545524913626e-11	1e-05	1e-05	1.502646368099423
DMS114	Ranitidine		0.011414833617125109		0.9837				
DMS114	Rapamycin		2.4064260396288413		0.2664333333				
DMS114	regorafenib	0.7181129178348018	0.8395606749434426	0.27570590543446455	0.2438	2.1469837912416814e-29	2.8872654445673785e-06	2.8872654445673785e-06	0.7774949866488559
DMS114	RG-4733	0.09714173797848852	0.09367515443949431	0.962898811657422	0.9622333333	0.9622017977020496	2.1427844243874184e-08		0.646733769041875
DMS114	RG-7112	0.015212043351546228	0.22800015956107422	0.5063002559579783	0.5063	0.03427668287832598	9.977276860220166e-06	1e-05	19.736519137855876
DMS114	RG-7167	0.9091702200058986	0.9609689208948587	0.3123077004451615	0.2527	7.231710039332805e-25	2.3647889167721987e-06	2.3647889167721987e-06	0.5474405908131732
DMS114	RG-7603	1.6503837363442224	1.66014524124537	0.14996329741145925	0.1625666667	0.13502105035248566	1.2360436898607818e-07	1.7404003347861578e-07	0.9198390333876919
DMS114	Riluzole	0.05731791208692729	0.12306601340382567	0.8494994607848333	0.8488333333	4.7064334958341134e-12	1e-05	1e-05	1.235833949458786
DMS114	RO-5126766	0.9707760692435714	0.9987618435150525	0.31754588693929237	0.2962666667	2.2478471552705258e-20	2.1760227967020045e-06	2.1760227967020045e-06	0.501658800364862
DMS114	Ruxolitinib	0.002610392325617166	0.02957939774147971	0.9198322133273741	0.9198333333	0.21051439363515742	1e-05	1e-05	14.064446171860999
DMS114	SAR-125844	0.11311982175239987	0.24275016981519415	0.6038780511653515	0.6032333333	2.6624270387521558e-11	1e-05	1e-05	1.9364488051335236
DMS114	SAR-302503	0.7343096451557859	0.8344888496472196	0.03463969769837728	0.040533333330000004	0.031484175845375634	1.7468343997867415e-06	1.7818146914052338e-06	3.2802691352922495
DMS114	SB-1317	1.859218358493964	1.8770958560037552	1.4239560305611638e-05	-0.006466666669999999	8.212188671067293e-15	1.382874314170854e-07	1.3828743141708625e-07	2.606740623026517
DMS114	SB-1578	0.562636996921664	0.6532969135580627	0.11500539713950778	0.01526666667	3.932336716483647e-20	2.945406084933507e-06	2.945406084933507e-06	1.6694251728238214
DMS114	SB-203580		0.0018405795566815292		0.9923000000000001				
DMS114	SB-239063	1.7479596220044052e-13	0.0	0.9999999999998113	1.0046	0.9999999923768611	1e-05		0.4606386013151434
DMS114	SB-431542		0.020257720795719525		0.9575				
DMS114	SB-590885	0.48399060056305077	0.657604258316533	0.16312787094411324	0.0039000000000000003	6.286486274871008e-58	3.6605250151613074e-06	3.6605250151613074e-06	1.627036691328469
DMS114	SB-743921	3.3997509756494635	3.7060294999467747	0.004242769537349495	0.0038	0.003724733333329975	2.0358825229627176e-09	2.0530665253036443e-09	0.8896161925747246
DMS114	SB-939	1.3356539077795573	1.34710925357972	0.02252471657331142	0.02676666667	0.002177316618412514	4.6587384109237814e-07	4.674867609088169e-07	1.2627144753465716
DMS114	SC-1	1.465968182002854	1.5742310696564354	0.13537615713795545	0.0787	0.13537588882328525	2.0160548597515075e-07	2.1888991585736448e-07	3.8385088722769725
DMS114	SCH-1473759	3.1776366239130573	2.9348483324901347	0.0222720964739174	0.0226	0.021767400000000957	4.018622390003477e-09	4.207726082121846e-09	0.967980702875841
DMS114	SCH-900776	0.43138396127122414	0.4700626126863756	0.5391800975542849	0.5352	5.399102451146804e-17	1e-05	1e-05	0.6181251584618793
DMS114	SCV-07	0.07363930269891084	0.0927176986374001	0.9457600373332887	0.9422333333	2.786125861838937e-09	1e-05	1e-05	0.30597251866477476
DMS114	SEN-450	0.08480067279551777	0.08940933346235763	0.9731119490962051	0.9541666666999999	0.9644209769239336	2.792492920672797e-09		0.13801065542219226
DMS114	SGI-1776	0.39647246478075704	0.5610559061238171	0.025757680733903828	0.00853333333	1.4312012293331143e-12	4.039755455728135e-06	4.03975545573102e-06	4.008079716400024
DMS114	SGX-523	5.479414604985415e-10	0.008213548055065453	0.9999999990154073	0.9782	0.9999976953602365	1e-05		0.7797249114409355
DMS114	sildenafil	0.047030692185137	0.07331866026695483	0.9489922250426824	0.9500333333000001	9.876239413133963e-10	1e-05	1e-05	0.47589712496348324
DMS114	simvastatin	0.3589362430162688	0.5016939725016982	0.3726780758392291	0.3613	6.906804060005702e-20	6.465806985030172e-06	6.465806985030172e-06	1.1942121068284433
DMS114	Simvastin	0.26219620894848394	0.28311638968349584	0.42050000230080764	0.4205	0.4204995478011691	3.5281570098851064e-06	4.043230676834042e-06	13.494290220451083
DMS114	SL-0101		0.37207915721140405		0.8781				
DMS114	SNS-314	0.8869898026870439	0.9008891768084357	0.5040778358446505	0.4914333333	0.45586131154475035	2.5557156675274084e-07	1e-05	0.6356204617622274
DMS114	SNS-595; SPC-595	1.4126663716840544	1.4083948837256293	0.14553960048375775	0.12140000000000001	0.12883275792719925	2.4235651871134153e-07	3.2121324961429644e-07	1.0577218514620284
DMS114	sorafenib	2.1880148632707014e-09	0.036006750705414536	0.9999999928667644	0.9245333333000001	0.9677290169791378	1e-05		1.415855574917242
DMS114	SP-600125		0.0011597078463245407		0.9975666667				
DMS114	SR-13654	0.16126039193328012	0.1893552640434082	0.5947504681597044	0.5946666667	0.4721376685194314	5.621089409715884e-06	1e-05	2.0752567616773745
DMS114	ST-3595	1.4182516201185993	1.543315313003919	0.010802236730019017	0.00303333333	4.21739360348764e-26	3.8459594910128736e-07	3.8459594910128736e-07	1.3864141052752423
DMS114	STA-9090	2.5219301748715015	2.6571884153066505	0.0830613385946133	0.08259999999999999	0.08169779999999996	1.6524554178832578e-08	1.9694936708040387e-08	1.0164646790567613
DMS114	streptozocin	0.261959445617502	0.2744582485521351	0.9046178711180893	0.8856333333	0.8855485332995526	2.2751087207403522e-08		0.26452212223433624
DMS114	SU-6668	0.32083945502282	0.30178639490366604	0.8561116231721826	0.7813333333	1.3099441141398996e-15	1e-05	1e-05	0.15156266922314093
DMS114	sunitinib	0.3359780139146244	0.4287623423906596	0.3772806203164188	0.36313333329999997	1.031896122030606e-16	6.718560667242985e-06	6.718560667242987e-06	1.2599765549256927
DMS114	tacrolimus	0.1891180030819163	0.19110425642641365	0.8836193694795349	0.8571666667	4.765830224871541e-12	1e-05	1e-05	0.25111644099239716
DMS114	TAE-684	0.9663556495786975	1.046643535845108	0.05951353388323076	0.04846666667	0.017513373919861408	1.0715603332385419e-06	1.099364381186002e-06	1.3918811864979421
DMS114	TAK-441		0.08652358652835382		0.9431999999999999				
DMS114	TAK-700		0.24806641670707913		0.9091666667				
DMS114	TAK-733	1.3723643226878006	1.429693608883687	0.17220926720011617	0.2114333333	0.08792698345217655	3.480058548310946e-07	4.6243656815418254e-07	0.680317550265824
DMS114	TAK-901	1.8646648050405017	1.896051173973591	0.014384542021954383	0.0031	9.702406064994562e-13	1.3693733035829926e-07	1.36937330358569e-07	0.9851532059518116
DMS114	TAK-960	2.757322501587811	2.9463395916604975	0.025923230714848314	0.025	0.024108999999999995	1.3175336185946925e-08	1.388053401334586e-08	0.9478037550111582
DMS114	TAK-960 analog	2.0811704209963624	2.101768055118285	0.0340308974353368	0.02893333333	0.03402759197562793	7.0066112085728e-08	7.204002380026732e-08	2.5369003073503165
DMS114	TAK Plk inhibitor	2.397166839089389	2.391034830464892	0.001252392942623731	0.0019500000000000001	0.0009651899491769179	3.9646805371205464e-08	3.969879680744064e-08	1.4744270456374686
DMS114	tamoxifen	1.3923983154762711	1.3919295440006723	8.985474158179916e-06	-0.00576666667	9.376982834842012e-16	8.102755918133941e-06	8.102755918133945e-06	3.624292663766525
DMS114	Targegen B-Raf/PDGFR inhibitor Cpd 6	0.9731583578913263	1.0884784434536878	0.12325787750243053	0.08539999999999999	0.1230300530807956	7.768769693577495e-07	8.478455454084087e-07	3.230999734856679
DMS114	Tazobactam		0.05473319530887713		0.9397666667				
DMS114	temozolomide		0.0		1.030866667				
DMS114	teniposide	1.8796501041238665	1.8693481988842486	0.04773406796787649	0.02923333333	0.03679891733411366	1.1154431285309497e-07	1.204658187806581e-07	0.9935371317309185
DMS114	Terfenadine	0.08939688226571751	0.3196065160488222	0.007180688102923457	0.00716666667	0.00014941102518005767	8.141736526639667e-06	8.141837582267631e-06	24.078907147559267
DMS114	Teriflunomide	0.31487898678785703	0.3191223836076089	0.8063400823834935	0.7777333333	1.1245438134412303e-12	1e-05	1e-05	0.2650218107831479
DMS114	thalidomide		0.05122336907889128		0.9694333333				
DMS114	thioguanine	0.8312578525315225	0.8775370669191455	0.039116728629942116	0.07213333333	0.011991856750084937	1.4627386040839486e-06	1.4819983680121426e-06	1.8558231687988613
DMS114	thiotepa	0.4711281167150598	0.4977725098647917	0.42195898097730045	0.4190666667	0.08758841756894371	5.2256398395740535e-06	6.566055502769241e-06	0.8434335394096674
DMS114	TL-32711	0.1051244262674466	0.12745920938008268	0.9716022359260028	0.9283	0.946125695380306	5.989848705914805e-09		0.014629157759728206
DMS114	TLK-199		0.2035476763219891		0.9194333333				
DMS114	topotecan	2.5940721273127982	2.4824490353533317	0.047980357565938075	0.039900000000000005	0.03895261312862718	1.6094132524148674e-08	1.8001281546166196e-08	0.7242484400441775
DMS114	trametinib	1.728732012268106	1.739801018527003	0.20042076926257038	0.1990666667	0.18363884183869236	7.387724061414324e-08	1.3213499862554694e-07	0.7872521992704555
DMS114	tretinoin	0.6193062059357418	0.6282952952592712	0.7659414457736659	0.7683	0.5892272665565357	1.8249407966807715e-06		0.1652154566827709
DMS114	triethylenemelamine	1.1524843668888938	1.1789973575476207	0.23839058245203498	0.20565	0.22657432365370633	3.272446523671197e-07	5.370848964270394e-07	1.2182471756507418
DMS114	Tyrothricin	0.4086982666444867	0.426356358672774	0.011524728343385002	0.0102	2.1899996396958103e-19	3.911678694111717e-06	3.911678694111717e-06	4.742788166831089
DMS114	UNC-0638	0.3288272595870373	0.47117390868673786	0.007612967023848358	0.0066	1.499693679310529e-10	4.6955655341605315e-06	4.695565534379142e-06	6.442428350421555
DMS114	Uracil mustard	0.7830114107815118	0.8483811378656048	0.2776370583220369	0.29513333329999997	0.13680199164482532	1.516615371593171e-06	2.192951805328094e-06	0.866833569041605
